fips,life_expectancy,le_ci_low,le_ci_high,premature_mortality,drug_overdose_deaths,child_mortality
05073,74.226588427,72.11509157,76.338085284,10753.530773,,
05075,73.024843416,71.606792266,74.442894566,12090.19209,22.335025381,69.051236017
05077,71.623659571,69.632201618,73.615117525,14584.429947,,
05079,73.890622361,72.257185648,75.524059075,10916.574821,30.494777769,
05081,73.131180025,71.456802518,74.805557532,11153.234786,,91.717875814
05083,73.866892443,72.649437681,75.084347205,11040.356947,21.667466299,75.345783327
05085,75.192027118,74.537881597,75.84617264,9191.7430898,19.014247104,71.903170397
05087,76.299854791,74.887623868,77.712085713,9047.8674997,,136.47884578
05089,74.702693226,73.239538762,76.16584769,11023.573497,,
05091,73.630370782,72.747327867,74.513413698,11643.658739,9.2289234461,70.745511319
05093,69.708038266,68.767422425,70.648654107,16100.700737,15.579389288,102.62630032
05095,69.687682491,67.134860136,72.240504845,17644.302791,,
05097,75.107197008,73.033045374,77.181348642,10745.29586,,
05099,74.943434877,73.009237698,76.877632057,10041.45465,,
05101,75.196238734,72.866720877,77.52575659,11372.400287,,
05103,72.694972309,71.426962731,73.962981886,12522.189322,14.254151522,104.702075
05105,76.155488153,74.422486437,77.88848987,8815.015504,,
05107,69.496224376,67.945110692,71.04733806,17709.023588,,107.91560999
05109,75.159912977,73.565677772,76.754148182,9044.3321457,,
05111,70.628773337,69.479082275,71.7784644,14333.188125,19.778201596,70.537406869
05113,74.533314075,73.24316219,75.82346596,10859.547807,,77.194530216
05115,76.588913877,75.898367509,77.279460246,8282.5981451,11.43415486,48.252567726
05117,74.270201677,72.167545222,76.372858132,12030.308692,,
05119,75.563796796,75.258999432,75.86859416,10346.438115,22.673792069,72.53046142
05121,73.956838024,72.590653783,75.323022264,11139.864538,,88.365243004
05123,74.252490839,73.020784246,75.484197433,11447.073888,,112.02912757
05125,77.347012984,76.826966204,77.867059764,8128.2955212,22.293149478,46.875690974
05127,73.20568479,71.199369482,75.212000099,12799.777881,,
05129,75.029616096,72.729789864,77.329442327,11152.858643,,
05131,75.556389612,75.0494904,76.063288823,9844.7503304,15.136884412,60.473820556
05133,75.701643933,74.268379464,77.134908403,9205.5485444,,67.322630761
05135,75.519017138,74.259515286,76.77851899,9040.0036842,,
05137,76.635003496,74.856963279,78.413043713,9266.0088521,,
05139,71.706531282,70.730378291,72.682684274,13874.099821,17.237367165,93.688098935
05141,76.962575978,75.488811661,78.436340295,9228.1734087,,
05143,77.984422422,77.612793517,78.356051328,6923.8226023,5.4214556191,55.49606108
05145,75.157789188,74.535345441,75.780232936,9607.6018542,14.394032404,57.541340713
05147,72.516375398,70.327813126,74.704937671,12704.285842,,
05149,75.225289896,74.047342192,76.4032376,9080.5794283,,62.195005263
06001,82.761800082,82.607367781,82.916232384,4650.6551303,15.21876728,31.271953682
06005,79.745223954,78.846785079,80.643662829,6929.9881092,22.647586774,
06007,77.614540143,77.23945497,77.989625317,7851.2794904,27.744855893,35.114316609
06009,79.459325712,78.504218832,80.414432593,7892.1018755,21.042702173,41.724171133
06011,79.607078717,78.325580855,80.888576578,6877.0321025,,
06013,82.21643525,82.040749706,82.392120794,4994.8054158,16.203356757,30.199092098
06015,76.288202148,75.206751817,77.36965248,9204.8630085,19.136924696,
06017,81.910098041,81.48543123,82.334764853,5328.9889366,18.215062642,28.359626444
06019,78.012761791,77.824492261,78.20103132,7511.3445697,13.825720449,48.296869493
06021,77.293533639,76.246800164,78.340267114,7905.2663038,24.786657696,70.049034324
06023,77.20436186,76.69791378,77.710809941,8529.8172403,27.033137712,53.112385808
06025,79.014441685,78.553908935,79.474974434,7110.5468967,25.215853225,34.290074714
06027,78.658645487,77.237977587,80.079313387,8003.8632962,40.686492085,
06029,76.530031949,76.325600432,76.734463466,8735.144014,31.538048747,49.528513652
06031,79.189812109,78.656051914,79.723572304,6863.0811042,14.660895671,43.828411768
06033,74.828381977,74.071613705,75.585150249,11558.925676,70.893726681,44.227402562
06035,78.315621482,77.196174487,79.435068476,7623.7045102,28.449190839,65.814215871
06037,81.319597989,81.258302451,81.380893527,5557.720209,14.211801239,32.386887007
06039,79.083182409,78.588890756,79.577474062,7197.3595823,13.537524325,44.036271982
06041,85.249011869,84.884584765,85.613438972,3554.6932114,16.756377735,15.062436228
06043,80.557062143,79.015150987,82.0989733,7490.3843112,21.221592005,
06045,78.518661284,77.839587698,79.197734871,8620.4445503,43.776112067,60.610142097
06047,78.227613204,77.854426312,78.600800096,7371.85709,16.352109001,38.645729956
06049,76.940118385,74.720701993,79.159534776,10678.907593,,
06051,103.30997572,92.232137663,114.38781377,3314.891816,,
06053,82.173487718,81.866123906,82.48085153,5291.7849862,16.223768051,36.880240804
06055,82.068965209,81.61639281,82.521537608,4617.5779552,13.071072748,26.49100189
06057,80.8238967,80.210583718,81.437209681,6752.8032265,22.738140221,44.072278537
06059,82.750378333,82.648141461,82.852615205,4400.6685473,15.500838168,26.471643288
06061,82.308898362,82.033683093,82.58411363,4579.3611449,14.56764242,25.138045003
06063,77.421129313,75.819828098,79.022430529,10122.549281,22.977128919,
06065,79.997517796,79.875515654,80.119519939,6381.160543,21.523537169,34.497558118
06067,79.212908148,79.065776903,79.360039394,6667.2004836,18.485961095,40.922130344
06069,81.930305467,81.130465634,82.730145301,5285.4462036,13.800424628,31.4317146
06071,77.582043271,77.453894814,77.710191728,7723.7035076,16.022330971,46.23026176
06073,81.791970379,81.690796105,81.893144652,4926.2220448,17.215689725,32.540459798
06075,83.704197516,83.48165867,83.926736361,4811.4461331,45.070037166,29.643180798
06077,77.711262874,77.495565195,77.926960553,7767.5625423,17.829177208,47.748709561
06079,81.79976573,81.4666335,82.13289796,5260.3680172,21.192177732,28.114425713
06081,84.924265479,84.704274818,85.144256139,3503.8321681,12.552159015,26.404393691
06083,81.745288227,81.465319969,82.025256485,5333.9694373,18.089508683,41.220636619
06085,84.656576794,84.508156734,84.804996854,3682.6789392,12.005140903,26.838976874
06087,82.655353215,82.279231295,83.031475136,5048.3435227,19.085066792,30.622888695
06089,75.786245552,75.365650998,76.206840107,9500.3016323,22.25738064,50.42994763
06091,81.029420784,78.075930434,83.982911134,4992.0075181,,
06093,75.878010277,74.895252591,76.860767963,10618.122156,16.090967604,71.188564269
06095,80.019089284,79.739238025,80.298940543,6402.2245159,17.596339961,39.841951799
06097,81.954941917,81.704308069,82.205575764,5096.9645797,21.831457108,24.772020003
06099,77.315198159,77.07286193,77.557534387,7821.0028898,17.691008363,40.263820683
06101,78.355481683,77.764230138,78.946733228,7515.2232465,13.785355128,49.147935285
06103,76.231222953,75.495853693,76.966592213,9623.432093,7.7521783621,52.050293596
06105,74.555256867,72.149321549,76.961192185,14307.233951,,128.41466262
06107,77.762353787,77.487524802,78.037182772,7363.5224669,11.779521623,44.175031291
06109,78.25096708,77.442500031,79.05943413,8067.273583,17.122031162,57.466546261
06111,82.266453689,82.070093283,82.462814095,4737.3251185,18.161332514,32.405709108
06113,81.445084959,81.046385155,81.843784764,4742.417338,11.958173639,27.254788666
06115,76.27936239,75.585642878,76.973081902,9162.9929404,18.153494125,61.479926224
08001,78.634829424,78.367797342,78.901861506,6706.0870656,21.237151201,43.187816958
08003,75.142668299,73.653276607,76.632059992,10310.161294,32.589212971,75.944560471
08005,80.62019713,80.384753983,80.855640277,5840.2727722,18.063795219,42.286278103
08007,82.572998137,80.480272162,84.665724112,7121.5304537,,
08009,76.448756376,73.71480053,79.182712223,8180.9640467,,
08011,73.955918814,71.033062488,76.87877514,12360.690354,,
08013,82.61246749,82.292080394,82.932854587,4278.4980723,13.579118787,25.639251659
08014,81.800831087,81.081397706,82.520264467,4932.233186,15.096618357,45.826617364
08015,81.880211949,80.531050902,83.229372997,6230.226154,,
08017,78.95778143,74.201812216,83.713750645,7675.8976127,,
08019,83.484192125,81.068825614,85.899558635,4875.437379,,
08021,75.402702936,73.109716244,77.695689628,11260.041627,,
08023,77.157318489,72.910145626,81.404491353,12942.022031,,
08025,77.239378789,75.061456092,79.417301485,7766.1178039,,
08027,78.998098468,75.28238808,82.713808856,10094.86293,,
08029,77.076674694,76.011014647,78.142334741,9092.095313,22.536541392,61.204504652
08031,78.852156724,78.622525763,79.081787684,6996.1210723,28.817372654,54.848420545
08033,75.724335758,68.811888064,82.636783451,13940.049668,,
08035,83.431720983,83.097971714,83.765470252,3749.3321563,9.9556263511,29.575048799
08037,91.360651502,88.608471943,94.112831061,3639.347077,9.6940908457,27.288566091
08039,82.420451651,81.110945973,83.729957329,5166.9431738,,48.743740861
08041,78.095607233,77.870706318,78.320508147,8045.5217784,29.825637933,55.332182891
08043,76.858658326,75.99678741,77.720529243,8888.443308,28.526303339,61.316035757
08045,80.578190204,79.834111706,81.322268703,5393.3284149,16.093497672,41.566906092
08047,82.477835487,79.563176302,85.392494672,5124.7306153,,
08049,86.571062703,83.616989854,89.525135553,5357.2488531,,
08051,83.893399572,82.161179232,85.625619913,4260.8513336,,
08055,75.744525698,73.402539227,78.086512169,9886.0883839,,
08059,80.325728237,80.099086931,80.552369543,5769.3420052,19.640436854,39.201608587
08063,78.138679215,75.838379627,80.438978802,8430.0474486,,
08065,86.463850009,82.247307522,90.680392497,5629.1562648,,
08067,82.04787442,81.199280462,82.896468377,5606.9116075,11.236287294,54.647405436
08069,81.685251238,81.383033422,81.987469055,5089.8074263,14.796154873,33.869046969
08071,75.960743223,74.114657888,77.806828558,12065.984107,36.841741693,
08073,79.249500695,77.067342277,81.431659113,5798.3570375,,
08075,77.658300818,76.407050209,78.909551428,8423.0272196,15.171974329,68.659883902
08077,78.258650093,77.81100573,78.706294456,7394.3590926,19.437605287,41.850237025
08081,76.913069929,75.223419736,78.602720122,8809.1093013,25.242963524,
08083,76.955425025,75.661671212,78.249178837,10613.650035,25.3971479,61.279873939
08085,80.61829259,79.690458951,81.546126228,6742.603788,17.927572607,46.728971963
08087,77.017552986,75.914781081,78.120324891,8672.556215,12.706920651,67.283431455
08089,72.109549501,70.670606227,73.548492776,14160.09769,36.422574712,85.964811737
08091,85.735879274,81.540006782,89.931751767,5138.1673558,,
08093,85.551966457,82.607745135,88.496187779,6398.8128427,21.293207467,
08095,77.484999193,74.403609062,80.566389323,8936.7143592,,
08097,92.519914539,89.168766338,95.871062741,3101.0151201,,
08099,76.22184741,74.553941312,77.889753508,9413.8444193,,
08101,75.11577978,74.649288093,75.582271467,10995.524209,34.600297365,62.45888677
08103,79.511805074,77.240025672,81.783584477,6056.5054944,,
08105,76.02742121,74.302103999,77.75273842,9722.3365553,47.319078461,
08107,84.142293054,82.86061552,85.423970588,4081.8471905,,
08109,78.772585318,75.405361382,82.139809254,11713.572381,,
08113,93.59475001,83.317701429,103.87179859,4106.8063594,,
08115,76.770087184,73.136652352,80.403522015,8251.3349601,,
08117,93.52686794,88.81834286,98.235393021,3965.0209966,,
08119,81.462735592,80.045785619,82.879685566,6523.3580731,17.105263158,
08121,76.715879159,74.023800537,79.407957781,9786.8485942,,
08123,80.343726242,79.994356928,80.693095556,5952.1612639,14.288945085,41.153623171
08125,79.719434904,78.031994262,81.406875547,5932.304719,,
09001,82.057347191,81.876204543,82.238489839,4781.191324,21.628643958,28.920266588
09003,79.426890019,79.245161144,79.608618893,6483.5310001,38.07539002,36.31038276
09005,79.190826326,78.758972193,79.62268046,7164.1792639,43.618566723,35.989953443
09007,80.812817369,80.388405918,81.237228819,5588.2662596,36.567202506,21.10780813
09009,79.18985616,79.000724205,79.378988115,6793.6404776,39.347586597,40.633475889
09011,79.454797946,79.114271479,79.795324413,6841.9233669,41.029424496,29.605470703
09013,81.323430582,80.851598744,81.79526242,5421.8687116,28.082309914,25.961788094
09015,78.004079859,77.490751043,78.517408675,7521.6343607,41.958161719,40.241011028
10001,77.106527135,76.677720822,77.535333448,8555.0037184,35.728821925,45.609618156
10003,77.93548357,77.687459683,78.183507458,8092.4327993,46.141416595,56.01599267
10005,78.411411261,78.018761027,78.804061495,8196.0382329,44.104341512,41.941177499
11001,78.036698977,77.785311363,78.28808659,8357.205141,46.628508925,68.073652946
12001,78.600526679,78.217235045,78.983818313,7324.8869112,11.725253852,76.54195844
12003,75.486281929,74.354854079,76.617709778,9553.5196207,19.510851477,76.369190487
12005,76.065170742,75.608641082,76.521700402,10042.389793,28.043680385,71.849594848
12007,75.494264096,74.362415751,76.626112441,10078.694684,17.746018976,86.651160669
12009,77.448794168,77.199810934,77.697777403,9275.137454,51.238068889,45.787650613
12011,80.935217259,80.794257576,81.076176941,6462.7734156,28.317289428,43.028317136
12013,75.418296576,74.071257939,76.765335213,8351.995287,,
12015,80.841090993,80.314432914,81.367749072,7969.7788059,11.431204374,55.788005579
12017,74.517331538,73.941330412,75.093332664,12773.762455,36.396239647,64.610466896
12019,77.473651914,77.085062455,77.862241372,7991.637633,29.523934171,42.142421553
12021,86.107407228,85.730891927,86.48392253,5479.161022,20.235860193,30.836240291
12023,74.980106887,74.24641527,75.713798503,10820.589661,20.014615324,90.881059413
12027,79.973212491,78.804032981,81.142392001,8506.3709257,16.665204807,52.546766622
12029,75.184571505,73.544627458,76.824515551,11427.462902,19.769487773,89.65685875
12031,75.540047428,75.346511223,75.733583632,10230.328484,42.3353825,76.2233262
12033,74.487880518,74.168549323,74.807211713,10735.502409,33.360733058,70.609202607
12035,79.142349539,78.541411045,79.743288033,8149.5874993,28.356563532,49.66346468
12037,76.716510209,75.086598988,78.346421431,8587.7461878,27.73002052,
12039,75.53266359,74.600555649,76.464771532,10980.252738,10.231599564,57.845627625
12041,77.119937749,75.619349207,78.620526291,9095.0135748,,87.707461881
12043,84.111212279,80.767259378,87.45516518,10124.929305,26.358038003,
12045,74.952968923,73.258730472,76.647207375,11380.329578,25.382467637,
12047,75.43107884,73.89266393,76.96949375,9955.2162948,,
12049,79.095897094,77.737312794,80.454481394,8285.6729816,19.752111007,42.642407875
12051,77.747520794,76.716133061,78.778908527,8755.4123631,19.779889391,53.901091497
12053,76.735382418,76.315184485,77.155580351,9194.2706646,28.787974852,52.497162316
12055,77.793860803,77.09684863,78.490872975,10872.658205,28.590818263,64.420356833
12057,79.093253694,78.937780694,79.248726695,6879.3325816,23.690590002,54.808988366
12059,72.481011264,71.25566044,73.706362088,11944.416121,20.447110142,
12061,80.680325531,80.188014704,81.172636359,7341.4245899,22.506845832,39.858899496
12063,73.037970067,72.148541118,73.927399017,12313.863767,17.75517741,104.18719905
12065,76.742230508,74.98665017,78.497810846,9726.6709245,27.857093112,113.13380644
12067,76.489483966,74.585385869,78.393582063,8681.6969162,,
12069,78.609329967,78.289638285,78.929021648,8220.4220389,22.836762639,52.634826831
12071,82.356367396,82.093870641,82.618864152,7556.7957154,33.118101655,48.694609881
12073,78.740773959,78.375240971,79.106306947,7238.0730606,11.230295935,65.08835056
12075,75.385632388,74.449444493,76.321820284,10637.128796,24.098901893,65.390004671
12077,75.653570034,73.681286397,77.625853672,8510.6157192,,
12079,74.026581931,72.680475252,75.37268861,10992.597451,19.738376788,79.165167326
12081,81.280396176,80.93697921,81.623813142,7790.9512259,29.437860893,49.165570251
12083,75.627757628,75.290523428,75.964991828,11267.998356,39.66993883,74.051035974
12085,81.773618853,81.255431143,82.291806562,7049.2381805,29.752066116,45.841331691
12086,81.558603577,81.445253774,81.67195338,5442.9319192,11.36110427,41.954045853
12087,81.474509432,80.654101508,82.294917356,7199.196955,31.816450449,34.921535675
12089,77.628343891,76.983965802,78.272721979,8897.818128,28.617690251,59.656321388
12091,77.427952078,77.033282877,77.822621279,8212.5681369,28.533972072,55.021226326
12093,75.909119668,74.919546555,76.898692782,10993.357602,28.570975064,67.432777949
12095,80.158930222,79.988352607,80.329507838,6258.8419692,21.419205441,52.638451034
12097,79.293408314,78.97887943,79.607937198,6673.2214545,21.69954369,42.566095687
12099,82.186581487,82.018653562,82.354509413,6801.6038763,31.913157017,39.942334907
12101,77.377413616,77.118389726,77.636437506,9157.6451203,39.603627187,45.733287074
12103,78.828162968,78.630583666,79.02574227,8465.8309752,40.825697163,46.173952778
12105,78.09243022,77.866694693,78.318165747,8242.6249447,23.055676243,58.12424969
12107,73.10577936,72.336329502,73.875229218,14058.051225,21.476606159,100.91135568
12109,81.848570995,81.480050073,82.217091917,5348.2960574,14.668124285,30.12034851
12111,80.0390136,79.685618864,80.392408335,7673.5399853,23.616197265,43.746582298
12113,77.326138527,76.914283221,77.737993832,7653.483288,22.069424621,52.678117886
12115,81.461812037,81.133710645,81.789913429,7629.72588,28.222482121,40.263107079
12117,80.491542612,80.213377374,80.76970785,6203.9624342,22.067732378,45.81959806
12119,80.218127892,79.39945775,81.036798035,9076.6355072,16.991843915,89.00156427
12121,75.628218811,74.738474921,76.517962701,9704.6512947,14.985875812,80.211759044
12123,74.303851221,73.067400896,75.540301547,10934.871214,16.977404618,
12125,67.238936045,65.846311905,68.631560184,18116.483886,33.069512114,84.054803732
12127,76.562361872,76.308642964,76.81608078,9828.4368902,41.688749271,48.046744833
12129,76.116150433,75.099320174,77.132980691,8538.2035205,11.938041564,57.473328783
12131,78.420628308,77.728725554,79.112531062,8013.9970989,21.162210596,37.274868267
12133,72.782736831,71.745466341,73.820007322,11029.422871,24.906600249,59.823520614
13001,73.872809662,72.503272678,75.242346646,11113.699673,,77.143486886
13003,73.07656643,71.028238662,75.124894197,11429.804405,,148.080647
13005,72.459239892,70.820697405,74.09778238,12649.824162,,
13007,79.801262742,76.105577798,83.496947685,8763.2727776,,
13009,74.442711611,73.561940695,75.323482527,10743.880714,,71.522231494
13011,76.089399661,74.66297533,77.515823991,9607.6583348,19.105846389,113.38545086
13013,76.603858939,75.972015663,77.235702214,8252.1339226,17.225010716,51.66502278
13015,75.437577869,74.889384641,75.985771098,9339.3243732,23.178767013,57.376252067
13017,70.954561352,69.601335965,72.307786739,13654.760997,,60.244593048
13019,73.922745748,72.651122559,75.194368937,10796.483617,18.946897015,80.827675396
13021,73.035700889,72.574517541,73.496884237,12094.123736,8.7147678277,75.073565391
13023,76.443563956,74.853808306,78.033319606,8778.807275,,
13025,73.9430618,72.466135013,75.419988587,12170.425891,20.976087261,90.024194002
13027,73.800991113,72.393880466,75.20810176,10563.373483,,96.704604627
13029,75.583882598,74.6658604,76.501904795,8660.6326252,15.191027167,24.082141997
13031,77.150046743,76.432719117,77.867374368,8045.2885523,5.4680894916,63.96520293
13033,73.008249001,71.688562486,74.327935516,12826.454179,22.237376583,111.93387291
13035,73.939120487,72.923749,74.954491974,10183.292755,20.119374958,54.235282517
13037,77.170519395,74.78490249,79.556136301,7844.2994119,,
13039,78.106045214,77.258146943,78.953943484,8023.3969688,14.047431458,55.24335651
13043,72.409353181,70.617911598,74.200794765,12611.642056,,
13045,74.88692632,74.378441439,75.395411201,9677.9046966,23.071834016,61.856034498
13047,77.813366666,77.133798965,78.492934366,7455.2848332,17.734339593,39.182394044
13049,75.442422004,73.586779533,77.298064474,10157.416493,,
13051,77.565729871,77.211460455,77.919999286,8514.9491953,17.164158472,69.152897465
13053,78.104552731,74.246553933,81.962551529,9156.0490315,,
13055,72.230796294,71.077807414,73.383785173,12857.306963,29.561151272,76.673281616
13057,80.217300134,79.875264728,80.559335541,5300.8177009,17.733321682,33.479081624
13059,79.074449642,78.514174423,79.634724861,6646.5757795,12.778519569,51.275623569
13061,73.476697428,69.642244894,77.311149963,12592.286513,,
13063,76.021148481,75.640213276,76.402083685,9244.7422223,10.520092806,73.523226797
13065,71.545107222,69.480037712,73.610176733,12114.950623,,
13067,80.25641044,80.044507411,80.468313468,5631.9952518,16.930195838,45.435555362
13069,73.484215105,72.654131358,74.314298853,10956.758215,19.292505248,76.117982873
13071,73.351969169,72.487556838,74.216381499,11708.856448,11.701551918,80.343362158
13073,80.064200686,79.594214078,80.534187295,5894.4966944,15.274236182,37.455323417
13075,74.097562788,72.75529449,75.439831085,10329.823564,,57.573838448
13077,78.394585798,77.92550717,78.863664426,6891.923103,13.027208898,47.742415626
13079,74.507800732,72.65818308,76.357418385,10977.205714,,
13081,73.062571049,71.791426268,74.33371583,12935.693942,,79.143389199
13083,75.479351589,74.056949679,76.901753499,9292.392122,26.860059092,
13085,77.429529807,76.307530142,78.551529472,8756.8720407,26.818553331,
13087,73.012302527,71.978894891,74.045710163,11424.835683,15.106500831,
13089,79.854318414,79.603010826,80.105626002,7301.6756456,13.038530834,66.781791214
13091,74.975058619,73.679325634,76.270791605,10105.614772,19.429422622,81.239845019
13093,76.733628879,74.739639469,78.727618289,11503.43138,,
13095,72.842046811,72.200179591,73.483914032,12863.623539,15.43233111,86.950307304
13097,77.103686759,76.613904194,77.593469325,7838.3580932,19.333033103,47.25174532
13099,71.827799011,70.015663156,73.639934867,13190.973455,,
13101,79.931439909,76.087792164,83.775087654,6967.6157167,,
13103,76.688270813,75.938026988,77.438514637,8106.4997848,9.3627601417,58.468134866
13105,73.718083673,72.489856151,74.946311196,11208.334599,22.550261063,
13107,72.757379159,71.722545344,73.792212973,10564.15683,,57.952924394
13109,73.989206212,72.213380765,75.765031658,11074.407991,,88.020420738
13111,76.818607222,75.533648974,78.103565471,10229.918733,15.253009292,
13113,80.704094837,80.155385826,81.252803848,5602.9184084,9.892319196,37.115285788
13115,74.236344032,73.678841752,74.793846311,10410.980764,19.659084361,69.598647798
13117,82.259084472,81.887262371,82.630906574,3832.6238442,9.976616451,22.258466852
13119,73.33132223,72.211445624,74.451198837,11217.61396,30.053237163,59.270967105
13121,79.034859281,78.843997226,79.225721336,6956.040231,16.606855874,56.33532181
13123,76.592981728,75.432287745,77.75367571,10254.837882,21.239765088,67.354241212
13125,73.973107316,70.517606632,77.428607999,12142.891832,,
13127,76.663969481,76.002200356,77.325738605,9751.2416912,17.572702174,62.353435539
13129,74.943933346,74.219891905,75.667974788,9549.6589148,11.466049029,57.27171851
13131,75.979570533,74.819346195,77.139794871,9508.0030465,,48.951619483
13133,78.334360239,76.861645423,79.807075054,8427.5299006,,74.332862559
13135,80.598396887,80.390039278,80.806754497,5395.1501058,10.617609983,41.608014405
13137,76.832194631,76.033535979,77.630853284,8079.5462985,19.010989814,54.221915512
13139,78.776942759,78.383581174,79.170304344,6790.3119971,15.493003686,37.847136889
13141,72.316931506,69.908543077,74.725319935,14475.570341,,
13143,73.008593475,72.004030635,74.013156315,11509.347933,32.327105721,45.438657812
13145,79.234425709,78.129798316,80.339053102,7434.0313742,15.1241599,53.461641272
13147,77.270205883,76.170397782,78.370013984,7988.3566075,13.97535256,50.525928988
13149,74.298139535,72.487812714,76.108466356,11207.949615,,
13151,76.885243827,76.503412343,77.267075311,7858.0597023,14.632344585,50.21308916
13153,76.541559972,76.079541329,77.003578614,8221.1210125,11.405832182,66.103333229
13155,73.001364128,70.892232558,75.110495698,12428.415076,,166.09173374
13157,76.63125835,76.000778837,77.261737863,7868.3515762,17.759724588,38.495380554
13159,75.740775338,74.106401642,77.375149034,9533.4876234,,
13161,73.598257861,72.213490223,74.983025499,10662.811063,,75.561992318
13163,71.873275017,70.591458816,73.155091218,11935.854824,,
13165,74.10188257,72.242939593,75.960825548,10221.320771,,
13167,74.141630932,72.097308135,76.185953729,12246.384834,,137.57050488
13169,77.885537906,76.731320922,79.039754889,8080.4707201,,41.788549937
13171,73.752116423,72.405587272,75.098645575,11342.797899,,94.990817554
13173,75.398207776,73.500766955,77.295648597,9690.8805778,,
13175,73.147001957,72.28368204,74.010321873,12655.630004,10.534965551,85.6201036
13177,75.437992943,74.416401273,76.459584612,8751.6256183,,63.883476539
13179,75.376358738,74.537454247,76.215263228,10000.121814,11.832028225,73.428838816
13181,77.898424137,75.759486669,80.037361604,7927.0081504,,
13183,80.735867014,78.588765939,82.882968089,6925.8881413,,51.992248428
13185,75.28808111,74.737974556,75.838187665,9556.7125276,7.6705635023,78.22152692
13187,77.464693783,76.363009434,78.566378131,8963.6594326,21.836011553,64.408089656
13189,73.063116625,71.723598481,74.40263477,12937.498035,24.998047028,107.49170444
13191,80.662134782,78.166790708,83.157478857,11221.545772,23.19916483,
13193,73.192876452,71.448149692,74.937603212,12000.517342,,153.90929612
13195,75.630558671,74.625756107,76.635361235,8924.1857149,22.225432562,61.95335277
13197,76.314289991,74.016236137,78.612343845,10244.135934,,
13199,73.253697145,71.912314791,74.5950795,12890.201537,18.92774334,78.30853563
13201,69.453945131,66.589916458,72.317973803,19590.008352,,
13205,72.746363911,71.524506776,73.968221046,11817.110391,,91.093117409
13207,76.554208557,75.290769426,77.817647687,9704.9574294,,97.353748119
13209,74.893894476,73.186898718,76.600890233,9673.6956959,,
13211,77.105779492,75.703193481,78.508365503,9388.043322,,
13213,75.048279978,74.118040254,75.978519701,9851.4478454,19.158843472,63.71049949
13215,73.543413469,73.131402293,73.955424645,11212.938847,12.790537049,79.751424133
13217,75.679657231,75.127703954,76.231610508,8978.0646921,14.04746249,68.886737995
13219,80.554969414,79.727937452,81.382001376,4751.5654492,9.9439822334,
13221,78.152577378,76.641254739,79.663900016,7716.4968975,,
13223,78.454263093,77.992928261,78.915597926,6438.1475999,16.400893157,49.055819752
13225,73.268606835,72.17291406,74.364299609,11795.294391,20.533136859,60.874858683
13227,77.706817801,76.714341651,78.699293951,8016.5404663,11.259186473,58.040550998
13229,73.274556165,72.047400587,74.501711743,11391.908355,18.843360285,52.083333333
13231,75.148428886,73.825074084,76.471783689,9625.3528214,,57.626923299
13233,73.321200698,72.496461925,74.145939472,10967.854753,20.324726593,57.863673186
13235,78.969613313,76.892174923,81.047051704,8846.6211814,,
13237,77.638127869,76.42178676,78.854468978,8368.3533641,,
13239,70.574157782,65.319799032,75.828516531,17996.165022,,
13241,77.517447777,76.086832459,78.948063096,8317.7582375,21.452113033,
13243,74.683370151,72.1207849,77.245955403,12536.623825,,
13245,73.188272427,72.772726044,73.60381881,12200.233511,28.540743148,93.913534406
13247,76.653508273,76.029884358,77.277132189,8609.2087758,15.04979279,57.385257615
13249,80.285100524,76.703403888,83.86679716,9199.1280096,,
13251,73.98585425,72.414828875,75.556879626,10920.331463,,135.76580399
13253,73.454122062,71.576597062,75.331647062,11611.787786,,
13255,74.140973756,73.441580805,74.840366706,10926.270779,14.983742639,57.589864184
13257,72.748527187,71.718284266,73.778770109,11240.917902,,59.952038369
13259,73.813574299,70.606450094,77.020698504,11739.679524,,
13261,73.515723031,72.473575689,74.557870372,11142.485594,12.423903591,70.956417821
13263,74.261294941,71.870643882,76.651946,12044.121282,,
13267,75.865401269,74.772907065,76.957895474,8346.8582213,,
13269,75.641493289,73.669780563,77.613206015,9541.2331483,,
13271,76.946769958,74.964853337,78.928686579,10746.344137,,146.31291455
13273,72.644942787,70.772721,74.517164573,11843.051438,,
13275,74.722076533,73.905140003,75.539013064,9989.8647295,9.7545602569,75.703808848
13277,73.744816931,72.900058633,74.58957523,10423.51153,8.2011580035,59.78030737
13279,73.288344229,72.190224793,74.386463665,11330.360164,14.871731317,66.891987044
13281,78.977729792,77.317162784,80.6382968,7430.8231114,,
13283,74.862846122,72.686111733,77.03958051,10150.195577,,
13285,74.444050138,73.765431744,75.122668533,10327.354027,14.749964315,63.032293056
13287,72.443823733,70.655696913,74.231950553,11347.207296,,
13289,71.353294622,69.008195269,73.698393976,14941.991276,,
13291,78.937435847,77.650766941,80.224104752,8067.4382247,23.013401922,
13293,71.192081666,70.148911232,72.2352521,12866.543266,,67.98096533
13295,74.8459737,74.157856331,75.53409107,10412.203609,22.457199922,54.816365177
13297,76.190901551,75.627672542,76.75413056,8508.5084071,22.458425594,62.766487025
13299,72.393440639,71.489963826,73.296917453,11958.307453,19.582245431,54.837220042
13301,73.10657629,70.472605885,75.740546695,13005.885197,,
13303,74.516736518,73.310241039,75.723231997,9949.2439581,,
13305,73.30603154,72.295377229,74.316685852,11174.652706,17.825709129,72.343943778
13307,79.08002727,74.167569168,83.992485372,10797.442367,,
